pq_id,date,sitting,mp_name,constituency,question,answer,topic,keywords,source,uploaded_at
4c9d71a668d4,2026-08-04,33,"Dr Neo Kok Beng, Mr Gan Kim Yong",,"Dr Neo Kok Beng asked the Prime Minister and Minister for Finance (a) what is the number of patents filed for the last 10 years under the Research, Innovation and Enterprise (RIE) plans; (b) how many patents were commercialised; (c) what has been the average time between the patent filing date and commercialisation; and (d) what follow-up actions did the Government take, if any, for patents that were not commercialised.","Mr Gan Kim Yong (for the Prime Minister): Over the past 10 years, our public research institutions have filed around 8,000 patents. Approximately 20% of these have been commercialised through licensing or assignment, with the time to first commercialisation typically being between two and four years.

In deciding whether to file a patent, and whether and when to commercialise it, our researchers and research institutions would consider factors such as industry interest and whether through spin-outs or licensing, etc.

The Innovation and Enterprise Offices in our public research institutions may support the commercialisation of the IP through active marketing and outreach at exhibitions and industry platforms, and targeted engagement with potential licensees and industry partners.","Patents Filed for Projects under Research, Innovation and Enterprise Plans in Last 10 Years",,,2026-09-05T15:33:13.305271
