chunk_id,source_type,source_id,title,text,embedding_text,filepath,metadata
4c9d71a668d4_0,Parliamentary Question,4c9d71a668d4,"PQ — 2026-08-04 — Dr Neo Kok Beng, Mr Gan Kim Yong","Date: 2026-08-04 Parliamentary Sitting: 33 Member of Parliament: Dr Neo Kok Beng, Mr Gan Kim Yong Topic: Patents Filed for Projects under Research, Innovation and Enterprise Plans in Last 10 Years Question: Dr Neo Kok Beng asked the Prime Minister and Minister for Finance (a) what is the number of patents filed for the last 10 years under the Research, Innovation and Enterprise (RIE) plans; (b) how many patents were commercialised; (c) what has been the average time between the patent filing date and commercialisation; and (d) what follow-up actions did the Government take, if any, for patents that were not commercialised. NRF Answer: Mr Gan Kim Yong (for the Prime Minister): Over the past 10 years, our public research institutions have filed around 8,000 patents. Approximately 20% of these have been commercialised through licensing or assignment, with the time to first commercialisation typically being between two and four years. In deciding whether to file a patent, and whether and when to commercialise it, our researchers and research institutions would consider factors such as industry interest and whether through spin-outs or licensing, etc. The Innovation and Enterprise Offices in our public research institutions may support the commercialisation of the IP through active marketing and outreach at exhibitions and industry platforms, and targeted engagement with potential licensees and industry partners.","Date: 2026-08-04 Parliamentary Sitting: 33 Member of Parliament: Dr Neo Kok Beng, Mr Gan Kim Yong Topic: Patents Filed for Projects under Research, Innovation and Enterprise Plans in Last 10 Years Question: Dr Neo Kok Beng asked the Prime Minister and Minister for Finance (a) what is the number of patents filed for the last 10 years under the Research, Innovation and Enterprise (RIE) plans; (b) how many patents were commercialised; (c) what has been the average time between the patent filing date and commercialisation; and (d) what follow-up actions did the Government take, if any, for patents that were not commercialised. NRF Answer: Mr Gan Kim Yong (for the Prime Minister): Over the past 10 years, our public research institutions have filed around 8,000 patents. Approximately 20% of these have been commercialised through licensing or assignment, with the time to first commercialisation typically being between two and four years. In deciding whether to file a patent, and whether and when to commercialise it, our researchers and research institutions would consider factors such as industry interest and whether through spin-outs or licensing, etc. The Innovation and Enterprise Offices in our public research institutions may support the commercialisation of the IP through active marketing and outreach at exhibitions and industry platforms, and targeted engagement with potential licensees and industry partners.",,"{""date"": ""2026-08-04"", ""sitting"": ""33"", ""mp_name"": ""Dr Neo Kok Beng, Mr Gan Kim Yong"", ""constituency"": """", ""topic"": ""Patents Filed for Projects under Research, Innovation and Enterprise Plans in Last 10 Years"", ""keywords"": """", ""source"": """"}"
6fd2fb23108d_0,NRF Document,6fd2fb23108d,rie2025report,"8 Overview of RIE2025 Indicators 1.87 1.74 1.78 1.79 1.57 1.48 $9.0B $8.1B $1.7B $7.3B $1.7B $6.6B $5.9B $1.6B $7.2B $5.5B $1.6B $6.5B $1.4B $1.5B $5.7B $5.0B $4.4B $4.1B 1,058 980 985 855 $161.2B $152.7B $128.7B $98.2B $91.2B $89.9B 32,509 28,192 28,150 27,059 Overview of RIE2025 Indicators 9 $24.2M $23.3M $18.6M $12.6M $12.1M $11.9M attracted at least $1 billion of venture funding annually, US$1.5B 91 US$1.2B US$1.1B US$1.0B Wide-ranging R&D findings and solutions for COVID-19 response Research citations 77% 19 subjects within 8 in 10 STEM PhDs future ultra-high-speed ≥400 gigabit per second per wavelength optical communication systems. In flat The world's first TiO₂ metalens fabricated on a 12- Contributing to Singapore’s Economy and R&D Intensity 17 18 Contributing to Singapore’s Economy and R&D Intensity Contributing to Singapore’s Economy and R&D Intensity 19 US$962M US$680M US$584M 82 US$334M 77 8 28 R&D Played a Critical Role in Singapore’s COVID-19 Response COVID-19 — Singapore’s Pandemic Preparedness and Response Capabilities Addressing National Strategic Challenges 29 annually, widespread adoption could potentially reduce sectoral emissions by up to 3 MtCO₂e each year. 38 Creating and Seizing New Opportunities 39 Scaling Singapore AI Innovation — Selected talent highlights Broad-Based Excellence in Research Expertise and Talent with Global Peaks 47 48 Broad-Based Excellence in Research Expertise and Talent with Global Peaks Broad-Based Excellence in Research Expertise and Talent with Global Peaks 49 A Growing Innovation and Research Translation Ecosystem 57 58 A Growing Innovation and Research Translation Ecosystem A Growing Innovation and Research Translation Ecosystem 59 Start-Tranche Allocation ($25B) Estimated RIE2025 Spending ($28B) Comprising $21.3B of funds allocated to sectors Including $3B top-up in 2024 and $3.7B of RIE White Space COVID-19 Glossary of Acronyms 67","Document Title: rie2025report
Filename: rie2025report.pdf
Document Type: Annual Report
Keywords: RIE2025, Report
Description: Since 1991, Singapore has implemented successive national Science and Technology masterplans. These masterplans evolved into the first integrated five-year Research, Innovation and Enterprise (RIE) plan which was launched in 2010, and Singapore has consistently committed around 1% of Gross Domestic Product (GDP) to support RIE through successive RIE plans. These sustained investments have built broad-based excellence in research expertise and talent, and a growing translational ecosystem. Our RIE capabilities have contributed to our national economic and strategic priorities. Research capabilities, talent and Intellectual Property (IP), developed through RIE, contribute to the economy through (i) partnerships with Multinational Companies (MNCs) and large local enterprises to expand their research and development (R&D), product and services development, and other economic activities in Singapore; (ii) fostering tech startups and a vibrant innovation ecosystem; and (iii) supporting the technological upgrading of Small and Medium Enterprises (SMEs) to increase their global competitiveness. At the same time, public agencies harness RIE to address national strategic priorities such as population health and ageing, climate change adaptation, and decarbonisation. Aside from directly addressing our economic and strategic priorities, our sustained commitment to RIE also plays a critical role in nurturing and attracting the talent needed. The progress and outcomes that have been achieved in the RIE2025 reporting period reflect the combined effect of contributions from RIE2025 and previous RIE tranches, as well as the broader base of government policies, measures and initiatives.
Source: https://file.go.gov.sg/rie2025report.pdf

Relevant Passage:
8 Overview of RIE2025 Indicators 1.87 1.74 1.78 1.79 1.57 1.48 $9.0B $8.1B $1.7B $7.3B $1.7B $6.6B $5.9B $1.6B $7.2B $5.5B $1.6B $6.5B $1.4B $1.5B $5.7B $5.0B $4.4B $4.1B 1,058 980 985 855 $161.2B $152.7B $128.7B $98.2B $91.2B $89.9B 32,509 28,192 28,150 27,059 Overview of RIE2025 Indicators 9 $24.2M $23.3M $18.6M $12.6M $12.1M $11.9M attracted at least $1 billion of venture funding annually, US$1.5B 91 US$1.2B US$1.1B US$1.0B Wide-ranging R&D findings and solutions for COVID-19 response Research citations 77% 19 subjects within 8 in 10 STEM PhDs future ultra-high-speed ≥400 gigabit per second per wavelength optical communication systems. In flat The world's first TiO₂ metalens fabricated on a 12- Contributing to Singapore’s Economy and R&D Intensity 17 18 Contributing to Singapore’s Economy and R&D Intensity Contributing to Singapore’s Economy and R&D Intensity 19 US$962M US$680M US$584M 82 US$334M 77 8 28 R&D Played a Critical Role in Singapore’s COVID-19 Response COVID-19 — Singapore’s Pandemic Preparedness and Response Capabilities Addressing National Strategic Challenges 29 annually, widespread adoption could potentially reduce sectoral emissions by up to 3 MtCO₂e each year. 38 Creating and Seizing New Opportunities 39 Scaling Singapore AI Innovation — Selected talent highlights Broad-Based Excellence in Research Expertise and Talent with Global Peaks 47 48 Broad-Based Excellence in Research Expertise and Talent with Global Peaks Broad-Based Excellence in Research Expertise and Talent with Global Peaks 49 A Growing Innovation and Research Translation Ecosystem 57 58 A Growing Innovation and Research Translation Ecosystem A Growing Innovation and Research Translation Ecosystem 59 Start-Tranche Allocation ($25B) Estimated RIE2025 Spending ($28B) Comprising $21.3B of funds allocated to sectors Including $3B top-up in 2024 and $3.7B of RIE White Space COVID-19 Glossary of Acronyms 67",nrf_documents\rie2025report.pdf,"{""document_title"": ""rie2025report"", ""filename"": ""rie2025report.pdf"", ""document_type"": ""Annual Report"", ""description"": ""Since 1991, Singapore has implemented successive national Science and Technology masterplans. These masterplans evolved into the first integrated five-year Research, Innovation and Enterprise (RIE) plan which was launched in 2010, and Singapore has consistently committed around 1% of Gross Domestic Product (GDP) to support RIE through successive RIE plans. These sustained investments have built broad-based excellence in research expertise and talent, and a growing translational ecosystem. Our RIE capabilities have contributed to our national economic and strategic priorities. Research capabilities, talent and Intellectual Property (IP), developed through RIE, contribute to the economy through (i) partnerships with Multinational Companies (MNCs) and large local enterprises to expand their research and development (R&D), product and services development, and other economic activities in Singapore; (ii) fostering tech startups and a vibrant innovation ecosystem; and (iii) supporting the technological upgrading of Small and Medium Enterprises (SMEs) to increase their global competitiveness. At the same time, public agencies harness RIE to address national strategic priorities such as population health and ageing, climate change adaptation, and decarbonisation. Aside from directly addressing our economic and strategic priorities, our sustained commitment to RIE also plays a critical role in nurturing and attracting the talent needed. The progress and outcomes that have been achieved in the RIE2025 reporting period reflect the combined effect of contributions from RIE2025 and previous RIE tranches, as well as the broader base of government policies, measures and initiatives."", ""keywords"": ""RIE2025, Report"", ""source"": ""https://file.go.gov.sg/rie2025report.pdf""}"
9d8440a7084a_0,NRF Document,9d8440a7084a,rie2030handbook,"Contents 01 Research, Innovation and Enterprise 2030 Plan “Realising Value, Positioning for the Long Term” Contents Foreword Foreword 01 RIE2030 is Singapore’s latest five-year plan for research, innovation and enterprise. It builds on RIE2025 and on the successive RIE and Science and Technology plans that came before it. Overview of RIE2030 02 These sustained investments and many years of steady effort have enabled Singapore to build a strong base of scientific talent, deep Background 02 research capabilities, and robust partnerships between our research institutions, enterprises and government agencies. Thrust 1: Contribute significantly to selected national economic and 06 strategic priorities As our economy matures, research and innovation will become even Thrust 2: Sustain investments to grow key sectors 07 more important. It can help us raise productivity, create new sources of growth, transform existing industries, and address national challenges Thrust 3: Keep our basic research capabilities and talent at the 07 such as ageing, climate change, and resource constraints. cutting edge The Government takes a long view of investments in research and development. We believe in investing consistently, through good times and bad. Under RIE2030, over the next five years we will invest $37 billion, RIE Flagships and RIE Grand Challenges 09 or approximately 1% of GDP — a level we have maintained for nearly two decades. Semiconductor RIE Flagship 10 RIE2030 will support key economic and national priorities, strengthen Transport and Connectivity RIE Flagship 12 capabilities in artificial intelligence, data and computing, and deepen our talent base and grounding in basic research. Through these efforts, RIE Grand Challenge on Maximising Healthy and Successful Longevity 14 we will build on our strong foundations and equip Singapore to remain competitive and resilient in a rapidly changing world. Decarbonisation RIE Grand Challenge 16 Chairman Sustaining Investments to Grow Key 17 Research, Innovation","Document Title: rie2030handbook
Filename: rie2030handbook.pdf
Document Type: Annual Report
Keywords: RIE2030, Report
Description: The Research, Innovation and Enterprise (RIE) 2030 Plan was announced on 5 Dec 2025 with a budget of $37 billion. RIE2030, which covers 2026 to 2030, builds on our investments in RIE2025. RIE2025 was organised along four Research Innovation Enterprise (RIE) Domains, supported by three cross-cutting Horizontals. The Domains comprised Manufacturing, Trade and Connectivity (MTC), Human Health and Potential (HHP), Urban Solutions and Sustainability (USS), and Smart Nation and Digital Economy (SNDE). The RIE2025 Horizontals were Manpower, Academic Research (AR) and Innovation and Enterprise (I&E). In RIE2025, we expanded the mission of RIE Domains to tackle a broader spectrum of national needs; scaled up I&E platforms and initiatives to drive technology translation, grow our deep tech startup ecosystem, and strengthen enterprises’ innovation capabilities; and strengthened our scientific base. The investments made in RIE2025 and preceding RIE tranches have allowed us to build a strong talent base and basic research capabilities with global peaks of excellence in selected areas. Translational initiatives have raised industry research activities and expenditures in Singapore, helped anchor companies and expand their operations, and contributed to the advancement of national priorities in strategic areas such as ageing, health, climate change and decarbonisation. A detailed account of the key highlights and outcomes of RIE2025 can be found in the RIE2025 Report.
Source: https://file.go.gov.sg/rie2030handbook.pdf

Relevant Passage:
Contents 01 Research, Innovation and Enterprise 2030 Plan “Realising Value, Positioning for the Long Term” Contents Foreword Foreword 01 RIE2030 is Singapore’s latest five-year plan for research, innovation and enterprise. It builds on RIE2025 and on the successive RIE and Science and Technology plans that came before it. Overview of RIE2030 02 These sustained investments and many years of steady effort have enabled Singapore to build a strong base of scientific talent, deep Background 02 research capabilities, and robust partnerships between our research institutions, enterprises and government agencies. Thrust 1: Contribute significantly to selected national economic and 06 strategic priorities As our economy matures, research and innovation will become even Thrust 2: Sustain investments to grow key sectors 07 more important. It can help us raise productivity, create new sources of growth, transform existing industries, and address national challenges Thrust 3: Keep our basic research capabilities and talent at the 07 such as ageing, climate change, and resource constraints. cutting edge The Government takes a long view of investments in research and development. We believe in investing consistently, through good times and bad. Under RIE2030, over the next five years we will invest $37 billion, RIE Flagships and RIE Grand Challenges 09 or approximately 1% of GDP — a level we have maintained for nearly two decades. Semiconductor RIE Flagship 10 RIE2030 will support key economic and national priorities, strengthen Transport and Connectivity RIE Flagship 12 capabilities in artificial intelligence, data and computing, and deepen our talent base and grounding in basic research. Through these efforts, RIE Grand Challenge on Maximising Healthy and Successful Longevity 14 we will build on our strong foundations and equip Singapore to remain competitive and resilient in a rapidly changing world. Decarbonisation RIE Grand Challenge 16 Chairman Sustaining Investments to Grow Key 17 Research, Innovation",nrf_documents\rie2030handbook (1).pdf,"{""document_title"": ""rie2030handbook"", ""filename"": ""rie2030handbook.pdf"", ""document_type"": ""Annual Report"", ""description"": ""The Research, Innovation and Enterprise (RIE) 2030 Plan was announced on 5 Dec 2025 with a budget of $37 billion. RIE2030, which covers 2026 to 2030, builds on our investments in RIE2025. RIE2025 was organised along four Research Innovation Enterprise (RIE) Domains, supported by three cross-cutting Horizontals. The Domains comprised Manufacturing, Trade and Connectivity (MTC), Human Health and Potential (HHP), Urban Solutions and Sustainability (USS), and Smart Nation and Digital Economy (SNDE). The RIE2025 Horizontals were Manpower, Academic Research (AR) and Innovation and Enterprise (I&E). In RIE2025, we expanded the mission of RIE Domains to tackle a broader spectrum of national needs; scaled up I&E platforms and initiatives to drive technology translation, grow our deep tech startup ecosystem, and strengthen enterprises’ innovation capabilities; and strengthened our scientific base. The investments made in RIE2025 and preceding RIE tranches have allowed us to build a strong talent base and basic research capabilities with global peaks of excellence in selected areas. Translational initiatives have raised industry research activities and expenditures in Singapore, helped anchor companies and expand their operations, and contributed to the advancement of national priorities in strategic areas such as ageing, health, climate change and decarbonisation. A detailed account of the key highlights and outcomes of RIE2025 can be found in the RIE2025 Report."", ""keywords"": ""RIE2030, Report"", ""source"": ""https://file.go.gov.sg/rie2030handbook.pdf""}"
9d8440a7084a_1,NRF Document,9d8440a7084a,rie2030handbook,"in basic research. Through these efforts, RIE Grand Challenge on Maximising Healthy and Successful Longevity 14 we will build on our strong foundations and equip Singapore to remain competitive and resilient in a rapidly changing world. Decarbonisation RIE Grand Challenge 16 Chairman Sustaining Investments to Grow Key 17 Research, Innovation and Enterprise Council Sectors, by RIE Domains Senior Minister Lee Hsien Loong Manufacturing, Trade and Connectivity (MTC) 18 Human Health and Potential (HHP) 22 With RIE2030, we are charting the next phase of Singapore’s research Urban Solutions and Sustainability (USS) 27 and innovation journey — not just for the coming five years, but for the longer term. Smart Nation and Digital Economy (SNDE) 31 At the heart of every strong research and innovation ecosystem is talent. Our sustained investments have enabled us to build a high-calibre Basic Research and Talent 35 research community. Under RIE2030, we will continue to deepen this base and broaden our talent mix — nurturing not only excellent scientists and researchers, but also innovators, entrepreneurs, and engineers who Academic Research 37 can translate ideas into solutions and impact. Talent 39 Singapore’s investment in RIE is substantial, but remains a small part of the global effort. As a small and open country, we must therefore connect with the best minds, institutions and companies, both in Singapore and Ecosystem Development and Enablers 41 around the world. We will deepen our partnerships with leading research and industry partners, and strengthen country-to-country collaborations Deep Tech Startup Ecosystem Building 42 in areas of shared interest — so that together, we can advance knowledge, create value and improve lives. Data-AI-Compute Capabilities 44 Chairman RIE2030 Budget 47 National Research Foundation Mr Heng Swee Keat Glossary of Acronyms 48 01 Overview of RIE2030 Overview of RIE2030 Background Singapore's research journey About 1% of GDP","Document Title: rie2030handbook
Filename: rie2030handbook.pdf
Document Type: Annual Report
Keywords: RIE2030, Report
Description: The Research, Innovation and Enterprise (RIE) 2030 Plan was announced on 5 Dec 2025 with a budget of $37 billion. RIE2030, which covers 2026 to 2030, builds on our investments in RIE2025. RIE2025 was organised along four Research Innovation Enterprise (RIE) Domains, supported by three cross-cutting Horizontals. The Domains comprised Manufacturing, Trade and Connectivity (MTC), Human Health and Potential (HHP), Urban Solutions and Sustainability (USS), and Smart Nation and Digital Economy (SNDE). The RIE2025 Horizontals were Manpower, Academic Research (AR) and Innovation and Enterprise (I&E). In RIE2025, we expanded the mission of RIE Domains to tackle a broader spectrum of national needs; scaled up I&E platforms and initiatives to drive technology translation, grow our deep tech startup ecosystem, and strengthen enterprises’ innovation capabilities; and strengthened our scientific base. The investments made in RIE2025 and preceding RIE tranches have allowed us to build a strong talent base and basic research capabilities with global peaks of excellence in selected areas. Translational initiatives have raised industry research activities and expenditures in Singapore, helped anchor companies and expand their operations, and contributed to the advancement of national priorities in strategic areas such as ageing, health, climate change and decarbonisation. A detailed account of the key highlights and outcomes of RIE2025 can be found in the RIE2025 Report.
Source: https://file.go.gov.sg/rie2030handbook.pdf

Relevant Passage:
in basic research. Through these efforts, RIE Grand Challenge on Maximising Healthy and Successful Longevity 14 we will build on our strong foundations and equip Singapore to remain competitive and resilient in a rapidly changing world. Decarbonisation RIE Grand Challenge 16 Chairman Sustaining Investments to Grow Key 17 Research, Innovation and Enterprise Council Sectors, by RIE Domains Senior Minister Lee Hsien Loong Manufacturing, Trade and Connectivity (MTC) 18 Human Health and Potential (HHP) 22 With RIE2030, we are charting the next phase of Singapore’s research Urban Solutions and Sustainability (USS) 27 and innovation journey — not just for the coming five years, but for the longer term. Smart Nation and Digital Economy (SNDE) 31 At the heart of every strong research and innovation ecosystem is talent. Our sustained investments have enabled us to build a high-calibre Basic Research and Talent 35 research community. Under RIE2030, we will continue to deepen this base and broaden our talent mix — nurturing not only excellent scientists and researchers, but also innovators, entrepreneurs, and engineers who Academic Research 37 can translate ideas into solutions and impact. Talent 39 Singapore’s investment in RIE is substantial, but remains a small part of the global effort. As a small and open country, we must therefore connect with the best minds, institutions and companies, both in Singapore and Ecosystem Development and Enablers 41 around the world. We will deepen our partnerships with leading research and industry partners, and strengthen country-to-country collaborations Deep Tech Startup Ecosystem Building 42 in areas of shared interest — so that together, we can advance knowledge, create value and improve lives. Data-AI-Compute Capabilities 44 Chairman RIE2030 Budget 47 National Research Foundation Mr Heng Swee Keat Glossary of Acronyms 48 01 Overview of RIE2030 Overview of RIE2030 Background Singapore's research journey About 1% of GDP",nrf_documents\rie2030handbook (1).pdf,"{""document_title"": ""rie2030handbook"", ""filename"": ""rie2030handbook.pdf"", ""document_type"": ""Annual Report"", ""description"": ""The Research, Innovation and Enterprise (RIE) 2030 Plan was announced on 5 Dec 2025 with a budget of $37 billion. RIE2030, which covers 2026 to 2030, builds on our investments in RIE2025. RIE2025 was organised along four Research Innovation Enterprise (RIE) Domains, supported by three cross-cutting Horizontals. The Domains comprised Manufacturing, Trade and Connectivity (MTC), Human Health and Potential (HHP), Urban Solutions and Sustainability (USS), and Smart Nation and Digital Economy (SNDE). The RIE2025 Horizontals were Manpower, Academic Research (AR) and Innovation and Enterprise (I&E). In RIE2025, we expanded the mission of RIE Domains to tackle a broader spectrum of national needs; scaled up I&E platforms and initiatives to drive technology translation, grow our deep tech startup ecosystem, and strengthen enterprises’ innovation capabilities; and strengthened our scientific base. The investments made in RIE2025 and preceding RIE tranches have allowed us to build a strong talent base and basic research capabilities with global peaks of excellence in selected areas. Translational initiatives have raised industry research activities and expenditures in Singapore, helped anchor companies and expand their operations, and contributed to the advancement of national priorities in strategic areas such as ageing, health, climate change and decarbonisation. A detailed account of the key highlights and outcomes of RIE2025 can be found in the RIE2025 Report."", ""keywords"": ""RIE2030, Report"", ""source"": ""https://file.go.gov.sg/rie2030handbook.pdf""}"
9d8440a7084a_2,NRF Document,9d8440a7084a,rie2030handbook,"areas of shared interest — so that together, we can advance knowledge, create value and improve lives. Data-AI-Compute Capabilities 44 Chairman RIE2030 Budget 47 National Research Foundation Mr Heng Swee Keat Glossary of Acronyms 48 01 Overview of RIE2030 Overview of RIE2030 Background Singapore's research journey About 1% of GDP committed to innovation and research for over The Research, Innovation and Enterprise (RIE) 2030 Plan was �37B 20 years — an investment that announced on 5 Dec 2025 with a budget of $37 billion. RIE2030, which covers 2026 to 2030, builds on our investments in RIE2025. ensured consistent growth RIE2025 was organised along four Research Innovation Enterprise (RIE) Domains, supported by three cross-cutting Horizontals. The Domains comprised Manufacturing, Trade and Connectivity (MTC), Human Health and Potential (HHP), Urban Solutions and Sustainability (USS), and Smart Nation and Digital Economy (SNDE). The RIE2025 Horizontals were Manpower, Academic Research (AR) and Innovation and Enterprise (I&E). �28B In RIE2025, we expanded the mission of RIE Domains to tackle a Research, broader spectrum of national needs; scaled up I&E platforms and Innovation initiatives to drive technology translation, grow our deep tech startup ecosystem, and strengthen enterprises’ innovation capabilities; and and Enterprise strengthened our scientific base. 2030 The investments made in RIE2025 and preceding RIE tranches have allowed us to build a strong talent base and basic research National Research, 2026–2030 capabilities with global peaks of excellence in selected areas. Research Translational initiatives have raised industry research activities and �19B Innovation expenditures in Singapore, helped anchor companies and expand Foundation and Enterprise their operations, and contributed to the advancement of national established priorities in strategic areas such as ageing, health, climate change in 2006 2025 and decarbonisation. A detailed account of the key highlights and �16B outcomes of RIE2025 can be found in the RIE2025 Report.","Document Title: rie2030handbook
Filename: rie2030handbook.pdf
Document Type: Annual Report
Keywords: RIE2030, Report
Description: The Research, Innovation and Enterprise (RIE) 2030 Plan was announced on 5 Dec 2025 with a budget of $37 billion. RIE2030, which covers 2026 to 2030, builds on our investments in RIE2025. RIE2025 was organised along four Research Innovation Enterprise (RIE) Domains, supported by three cross-cutting Horizontals. The Domains comprised Manufacturing, Trade and Connectivity (MTC), Human Health and Potential (HHP), Urban Solutions and Sustainability (USS), and Smart Nation and Digital Economy (SNDE). The RIE2025 Horizontals were Manpower, Academic Research (AR) and Innovation and Enterprise (I&E). In RIE2025, we expanded the mission of RIE Domains to tackle a broader spectrum of national needs; scaled up I&E platforms and initiatives to drive technology translation, grow our deep tech startup ecosystem, and strengthen enterprises’ innovation capabilities; and strengthened our scientific base. The investments made in RIE2025 and preceding RIE tranches have allowed us to build a strong talent base and basic research capabilities with global peaks of excellence in selected areas. Translational initiatives have raised industry research activities and expenditures in Singapore, helped anchor companies and expand their operations, and contributed to the advancement of national priorities in strategic areas such as ageing, health, climate change and decarbonisation. A detailed account of the key highlights and outcomes of RIE2025 can be found in the RIE2025 Report.
Source: https://file.go.gov.sg/rie2030handbook.pdf

Relevant Passage:
areas of shared interest — so that together, we can advance knowledge, create value and improve lives. Data-AI-Compute Capabilities 44 Chairman RIE2030 Budget 47 National Research Foundation Mr Heng Swee Keat Glossary of Acronyms 48 01 Overview of RIE2030 Overview of RIE2030 Background Singapore's research journey About 1% of GDP committed to innovation and research for over The Research, Innovation and Enterprise (RIE) 2030 Plan was �37B 20 years — an investment that announced on 5 Dec 2025 with a budget of $37 billion. RIE2030, which covers 2026 to 2030, builds on our investments in RIE2025. ensured consistent growth RIE2025 was organised along four Research Innovation Enterprise (RIE) Domains, supported by three cross-cutting Horizontals. The Domains comprised Manufacturing, Trade and Connectivity (MTC), Human Health and Potential (HHP), Urban Solutions and Sustainability (USS), and Smart Nation and Digital Economy (SNDE). The RIE2025 Horizontals were Manpower, Academic Research (AR) and Innovation and Enterprise (I&E). �28B In RIE2025, we expanded the mission of RIE Domains to tackle a Research, broader spectrum of national needs; scaled up I&E platforms and Innovation initiatives to drive technology translation, grow our deep tech startup ecosystem, and strengthen enterprises’ innovation capabilities; and and Enterprise strengthened our scientific base. 2030 The investments made in RIE2025 and preceding RIE tranches have allowed us to build a strong talent base and basic research National Research, 2026–2030 capabilities with global peaks of excellence in selected areas. Research Translational initiatives have raised industry research activities and �19B Innovation expenditures in Singapore, helped anchor companies and expand Foundation and Enterprise their operations, and contributed to the advancement of national established priorities in strategic areas such as ageing, health, climate change in 2006 2025 and decarbonisation. A detailed account of the key highlights and �16B outcomes of RIE2025 can be found in the RIE2025 Report.",nrf_documents\rie2030handbook (1).pdf,"{""document_title"": ""rie2030handbook"", ""filename"": ""rie2030handbook.pdf"", ""document_type"": ""Annual Report"", ""description"": ""The Research, Innovation and Enterprise (RIE) 2030 Plan was announced on 5 Dec 2025 with a budget of $37 billion. RIE2030, which covers 2026 to 2030, builds on our investments in RIE2025. RIE2025 was organised along four Research Innovation Enterprise (RIE) Domains, supported by three cross-cutting Horizontals. The Domains comprised Manufacturing, Trade and Connectivity (MTC), Human Health and Potential (HHP), Urban Solutions and Sustainability (USS), and Smart Nation and Digital Economy (SNDE). The RIE2025 Horizontals were Manpower, Academic Research (AR) and Innovation and Enterprise (I&E). In RIE2025, we expanded the mission of RIE Domains to tackle a broader spectrum of national needs; scaled up I&E platforms and initiatives to drive technology translation, grow our deep tech startup ecosystem, and strengthen enterprises’ innovation capabilities; and strengthened our scientific base. The investments made in RIE2025 and preceding RIE tranches have allowed us to build a strong talent base and basic research capabilities with global peaks of excellence in selected areas. Translational initiatives have raised industry research activities and expenditures in Singapore, helped anchor companies and expand their operations, and contributed to the advancement of national priorities in strategic areas such as ageing, health, climate change and decarbonisation. A detailed account of the key highlights and outcomes of RIE2025 can be found in the RIE2025 Report."", ""keywords"": ""RIE2030, Report"", ""source"": ""https://file.go.gov.sg/rie2030handbook.pdf""}"
